央视频道,#genre#
CCTV2,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001220/index.m3u8?love=freedom#http://[2409:8087:2001:20:2800:0:df6e:eb0d]:80/wh7f454c46tw1528922594_677066330/ott.mobaibox.com/PLTV/3/224/3221227708/index.m3u8?icpid=3&RTS=1674385939&from=40&popid=40&hms_devid=2040&prioritypopid=40&vqe=3#http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/wh7f454c46tw1742213158_1775644325/ott.mobaibox.com/PLTV/3/224/3221227543/index.m3u8?icpid=3&RTS=1674386152&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3#http://[2409:8087:2001:20:2800:0:df6e:eb12]/wh7f454c46tw3589111099_-1793408755/ott.mobaibox.com/PLTV/3/224/3221227543/index.m3u8?icpid=3&RTS=1668594088&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3#http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001293/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001220/index.m3u8#http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001293/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001332/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://[2409:8087:2001:20:2800:0:df6e:eb14]:80/wh7f454c46tw3966154438_-1330575080/ott.mobaibox.com/PLTV/3/224/3221226993/index.m3u8?icpid=3&RTS=1674379786&from=40&popid=40&hms_devid=2115&prioritypopid=40&vqe=3$LR•IPV6『线路29』
CCTV2,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001293/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$LR•IPV6『线路30』
CCTV2,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001332/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$LR•IPV6『线路31』
CCTV2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8$LR•IPV4『线路32』
CCTV2,http://tvpull.careryun.com/tv/cctv2.m3u8$LR•IPV4『线路33』
CCTV2,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001332/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$LR•IPV6『线路34』
CCTV2,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001293/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$LR•IPV6『线路35』
CCTV3,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225647/2/index.m3u8$LR•IPV6『线路1』
CCTV3,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225634/2/index.m3u8$LR•IPV6『线路2』
CCTV3,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225634/index.m3u8$LR•IPV6『线路3』
CCTV3,http://182.92.109.190:1668/migu720/migu720.php?id=cctv3$LR•IPV4『线路4』
CCTV3,http://kxrj.site:64325/86/mg.php?id=cctv3$LR•IPV4『线路5』
CCTV3,http://dd.ddzb.fun/php/migu.php?id=cctv3$LR•IPV4『线路6』
CCTV3,http://123.10.78.208:808/hls/3/index.m3u8$LR•IPV4『线路7』
CCTV3,http://58.19.244.92:1111/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路8』
CCTV3,http://218.76.32.193:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路9』
CCTV3,http://218.76.32.193:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路10』
CCTV3,http://42.48.50.232:9002/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路11』
CCTV3,http://183.185.105.197:8082/rtp/226.0.2.208:9576$LR•IPV4『线路12』
CCTV3,http://183.185.105.197:8082/rtp/226.0.2.20:8072$LR•IPV4『线路13』
CCTV3,http://118.249.23.16:4022/udp/239.76.246.153:1234$LR•IPV4『线路14』
CCTV3,http://118.249.23.16:4022/udp/239.76.253.153:9000$LR•IPV4『线路15』
CCTV3,http://171.213.196.134:8088/udp/239.93.1.11:2223$LR•IPV4『线路16』
CCTV3,http://171.213.196.134:8088/udp/239.93.0.150:5140$LR•IPV4『线路17』
CCTV3,http://171.213.196.134:8088/udp/239.93.1.70:5140$LR•IPV4『线路18』
CCTV3,http://114.228.152.34:8888/rtp/239.49.1.3:6000$LR•IPV4『线路19』
CCTV3,http://180.119.183.89:8800/rtp/239.49.1.3:6000$LR•IPV4『线路20』
